Id,Prenom,Nom,Note
4935,Lyam,Morel,12.53
4936,Marceau,Dumont,12.43
4937,Sofia,Morin,12.38
4938,Victoria,Lemoine,4.18
4939,Emma,Simon,2.54
4940,Ava,Dupont,2.85
4941,Romy,Meunier,9.49
4942,Gabin,Benoit,2.12
4943,Ethan,Lemaire,7.22
4944,Augustin,Legrand,10.07
4945,Aaron,Thomas,5.72
4946,Aaron,Aubert,8.08
4947,Tom,Roger,5.17
4948,Gabin,Renard,5.1
4949,Margaux,Morin,5.56
4950,Juliette,Colin,7.02
4951,Léonie,Moreau,13.88
4952,Malo,Leroux,1.11
4953,Naël,Mercier,19.65
4954,Malo,Vincent,6.06
4955,Adèle,Roger,15.56
4956,Lucas,Pierre,16.14
4957,Mathis,Clement,12.61
4958,Lou,Dufour,14.81
4959,Victoria,Roux,2.51
4960,Marceau,Fournier,2.68
4961,Zoé,Robin,11.19
4962,Enzo,Perrin,1.05
4963,Eden,Rey,1.76
4964,Aaron,Legrand,10.31
4965,Eva,Arnaud,6.54
4966,Enzo,Legrand,2.18
4967,Isaac,Dufour,1.27
4968,Jade,Bertrand,7.8
4969,Sofia,Muller,1.44
4970,Lya,Giraud,11.33
4971,Mya,Meyer,16.92
4972,Léon,Bertrand,12.65
4973,Noah,Dumont,5.56
4974,Gabriel,Garnier,9.18
4975,Timéo,Arnaud,2.67
4976,Emma,Morel,1.26
4977,Jules,Meunier,5.31
4978,Victor,Guillaume,19.41
4979,Anna,Gerard,11.47
4980,Elio,Lacroix,15.48
4981,Léonie,Gerard,5.81
4982,Alice,Olivier,12.31
4983,Isaac,David,11.66
4984,Gabin,Moreau,2.6
4985,Ethan,Leroux,5.08
4986,Amir,Leroux,8.1
4987,Adèle,Rousseau,10.85
4988,Ambre,Leclerc,17.03
4989,Ava,Rey,12.52
4990,Victoire,Lambert,13.07
4991,Valentin,David,15.9
4992,Rayan,Giraud,15.98
4993,Inaya,Bourgeois,0.21
4994,Raphaël,Leroux,9.05
4995,Léonie,Fournier,17.83
4996,Noé,Marchand,19.83
4997,Iris,Dubois,6.07
4998,Iris,Meyer,17.93
4999,Imran,Roche,16.29
5000,Jade,Robert,19.2
5001,Lyam,Picard,12.96
5002,Nino,Michel,18.32
5003,Alba,Roche,14.24
5004,Milo,Roger,4.99
5005,Ethan,Bertrand,2.45
5006,Jules,Leroux,16.26
5007,Jules,Denis,0.35
5008,Tom,Garnier,4.72
5009,Isaac,Martin,9.4
5010,Axel,Rousseau,3.0
5011,Léon,Richard,14.82
5012,Gabriel,Olivier,2.63
5013,Hugo,Lambert,0.8
5014,Liam,Renaud,2.07
5015,Amir,Schmitt,12.69
5016,Lya,Riviere,2.82
5017,Mila,Fabre,16.13
5018,Tom,Aubert,7.2
5019,Iris,Picard,18.16
5020,Amir,Picard,5.06
5021,Romy,Lefebvre,1.02
5022,Elena,Morin,9.16
5023,Marceau,Francois,4.77
5024,Lya,Bonnet,12.29
5025,Ambre,Laurent,2.12
5026,Amir,Brun,18.25
5027,Mathis,Fontaine,5.14
5028,Ambre,Meyer,12.1
5029,Eden,Renaud,11.76
5030,Marceau,Perrin,2.26
5031,Noé,Durand,7.94
5032,Maël,Bourgeois,5.78
5033,Augustin,Pierre,5.95
5034,Mya,Robin,14.24
5035,Giulia,Dumont,4.95
5036,Lyana,Roux,2.77
5037,Elio,Benoit,12.83
5038,Léna,Leroux,6.86
5039,Martin,Picard,6.16
5040,Mila,Clement,9.84
5041,Isaac,Dumont,3.04
5042,Mohamed,Martinez,0.97
5043,Alice,Lefebvre,6.96
5044,Mya,Laurent,0.97
5045,Nathan,Garnier,2.78
5046,Timéo,Muller,5.09
5047,Enzo,Lemaire,6.96
5048,Lucas,Roy,13.27
5049,Isaac,Rolland,6.46
5050,Aaron,Lefevre,2.46
5051,Lyam,Lecomte,8.39
5052,Léo,Gerard,3.84
5053,Augustin,Morel,13.11
5054,Ibrahim,Andre,18.16
5055,Lya,Robin,9.93
5056,Romane,Perrin,8.39
5057,Adam,Dumas,18.69
5058,Lucie,Noel,15.85
5059,Julia,Nicolas,7.66
5060,Chloé,Pierre,18.57
5061,Zoé,Dumas,5.72
5062,Margaux,Robert,0.62
5063,Marius,Boyer,13.7
5064,Nina,Perrin,15.73
5065,Rose,Blanc,18.58
5066,Mya,Marie,11.98
5067,Martin,Robin,19.64
5068,Noah,Garnier,15.88
5069,Agathe,Arnaud,5.96
5070,Jules,Marchand,12.38
5071,Elio,Brunet,18.06
5072,Rose,Bernard,13.62
5073,Ibrahim,Andre,17.14
5074,Alix,Bourgeois,15.79
5075,Amir,Robert,11.34
5076,Augustin,Noel,9.39
5077,Mila,Masson,7.19
5078,Anna,Martin,18.63
5079,Julia,Simon,13.38
5080,Arthur,Mathieu,13.65
5081,Aaron,Vidal,15.09
5082,Iris,Dumont,7.13
5083,Adam,Rolland,7.11
5084,Agathe,Renard,9.79
5085,Margaux,Fontaine,1.77
5086,Aaron,Bourgeois,3.46
5087,Naël,David,11.14
5088,Gabin,Dupont,7.2
5089,Sofia,Fabre,4.41
5090,Lya,Nicolas,18.22
5091,Raphaël,Chevalier,11.55
5092,Ava,Legrand,11.63
5093,Nour,Meunier,16.2
5094,Aaron,Rolland,9.89
5095,Giulia,Andre,9.22
5096,Léonie,Durand,14.6
5097,Nour,Guerin,7.39
5098,Rose,Legrand,10.06
5099,Charlotte,Renard,6.2
5100,Gaspard,Leroy,5.38
5101,Elio,Gauthier,19.2
5102,Mohamed,Blanchard,18.33
5103,Gabriel,Gautier,14.01
5104,Léa,Fontaine,10.36
5105,Raphaël,Dumas,19.78
5106,Romy,Vidal,15.52
5107,Victor,Meyer,2.32
5108,Mia,Fabre,3.4
5109,Léon,Marie,10.22
5110,Elio,Lefevre,13.28
5111,Eliott,Mathieu,10.31
5112,Lola,Faure,13.79
5113,Nour,Olivier,7.61
5114,Aaron,Durand,14.34
5115,Martin,Lemoine,0.59
5116,Ava,Rolland,10.88
5117,Arthur,Pierre,0.14
5118,Elio,Girard,15.09
5119,Chloé,Roux,3.05
5120,Liam,Giraud,16.43
5121,Lucie,Dupont,9.16
5122,Léo,Fontaine,5.57
5123,Eden,Roche,12.67
5124,Léonie,Richard,18.13
5125,Malo,Guillaume,1.87
5126,Léna,Gauthier,6.2
5127,Mya,Gautier,14.46
5128,Ava,Barbier,13.41
5129,Alix,Laurent,15.34
5130,Elio,Robin,0.85
5131,Marceau,Marie,12.4
5132,Olivia,Garnier,16.49
5133,Ibrahim,Nicolas,8.4
5134,Gabin,Philippe,10.74
5135,Ava,Robert,5.77
5136,Inès,Morel,1.96
5137,Léa,Payet,12.73
5138,Jeanne,Renaud,17.01
5139,Liam,Morel,19.36
5140,Alma,Muller,8.0
5141,Liam,Gauthier,3.26
5142,Isaac,Durand,16.98
5143,Sofia,Roche,6.93
5144,Emy,Clement,5.98
5145,Chloé,Brun,8.24
5146,Lya,Robert,8.87
5147,Tiago,Roussel,19.68
5148,Malo,Gerard,19.04
5149,Elio,Gaillard,11.95
5150,Sofia,Denis,1.48
5151,Victor,David,10.94
5152,Nino,Dumont,17.05
5153,Sacha,Rousseau,16.89
5154,Lyana,Morin,2.54
5155,Alba,Petit,14.02
5156,Enzo,Roux,10.86
5157,Victoire,Roger,17.66
5158,Eden,Gerard,10.38
5159,Léon,Dupont,9.27
5160,Isaac,Petit,18.66
5161,Emma,Brun,13.87
5162,Milo,Lefevre,6.45
5163,Isaac,Gaillard,8.44
5164,Ambre,Roy,11.9
5165,Anna,Giraud,7.33
5166,Louna,Benoit,3.15
5167,Margaux,Roux,19.16
5168,Gabriel,Bernard,6.44
5169,Isaac,Boyer,4.51
5170,Emy,Roy,10.71
5171,Léa,Andre,18.43
5172,Luna,Gerard,11.3
5173,Inaya,Olivier,12.42
5174,Elena,Dumont,6.49
5175,Léon,Brun,12.39
5176,Nina,Morin,7.57
5177,Léa,Martin,13.26
5178,Valentin,Martin,5.47
5179,Timéo,Fournier,9.51
5180,Mia,Martin,15.66
5181,Martin,Durand,3.66
5182,Gabin,Garnier,16.88
5183,Charlie,Martin,4.22
5184,Rose,Fournier,7.0
5185,Mathis,Joly,14.51
5186,Augustin,Fontaine,19.15
5187,Lola,Denis,9.33
5188,Amir,Simon,5.02
5189,Paul,Chevalier,17.02
5190,Lucie,Robin,7.06
5191,Mathis,Bernard,0.54
5192,Mathis,Roux,2.33
5193,Ethan,Aubert,6.05
5194,Marius,Francois,15.54
5195,Elena,Marchand,9.94
5196,Alba,Dubois,4.7
5197,Victoire,Dumas,7.45
5198,Agathe,Vidal,16.77
5199,Louise,Roche,16.43
5200,Robin,Brun,14.61
5201,Noah,Richard,0.9
5202,Noé,Vidal,11.88
5203,Robin,Michel,16.89
5204,Romane,Robin,6.28
5205,Inaya,Gaillard,9.92
5206,Timéo,Arnaud,3.64
5207,Milo,Picard,4.6
5208,Ethan,Masson,17.38
5209,Nathan,Dufour,10.09
5210,Noé,Dufour,19.43
5211,Romane,Schmitt,6.36
5212,Charlotte,Bonnet,17.77
5213,Paul,Olivier,8.29
5214,Louna,Lemaire,9.14
5215,Iris,David,12.07
5216,Hugo,Fournier,17.99
5217,Marius,Aubert,4.67
5218,Anna,Thomas,9.18
5219,Julia,Masson,16.69
5220,Martin,Vincent,9.84
5221,Hugo,Barbier,1.36
5222,Gabriel,Dufour,16.76
5223,Léon,Picard,15.54
5224,Luna,Renard,4.7
5225,Margaux,Aubert,5.48
5226,Louise,Dumas,7.01
5227,Emma,Thomas,8.81
5228,Léa,Lacroix,0.71
5229,Mila,Joly,2.42
5230,Julia,Mathieu,7.47
5231,Axel,Bernard,2.94
5232,Léon,Roger,15.51
5233,Jules,Vidal,16.21
5234,Elio,Martinez,0.94
5235,Victoire,Richard,8.21
5236,Alma,Blanchard,14.16
5237,Raphaël,David,17.14
5238,Gabriel,Perrin,7.83
5239,Juliette,Lemaire,6.89
5240,Inaya,Payet,5.83
5241,Nina,Henry,15.68
5242,Luna,Lacroix,3.67
5243,Valentin,Thomas,11.32
5244,Nina,Boyer,4.98
5245,Lya,Lefebvre,10.99
5246,Noé,Denis,17.01
5247,Giulia,Olivier,1.14
5248,Chloé,Petit,5.73
5249,Nino,Laurent,0.99
5250,Maël,Morin,7.69
5251,Iris,Rey,11.85
5252,Léa,Lacroix,19.77
5253,Adèle,Lecomte,4.51
5254,Paul,Philippe,13.63
5255,Robin,Leroux,0.45
5256,Timéo,Andre,7.14
5257,Ethan,Robert,1.83
5258,Martin,Olivier,9.28
5259,Tom,Philippe,17.38
5260,Mohamed,Fontaine,8.45
5261,Eva,Schmitt,2.85
5262,Martin,Fabre,7.59
5263,Romane,Dufour,9.69
5264,Enzo,Dumas,0.1
5265,Léonie,Barbier,4.27
5266,Arthur,Brunet,3.23
5267,Ethan,Bernard,10.01
5268,Axel,Martinez,4.03
5269,Léna,Gaillard,14.55
5270,Tom,Marie,17.44
5271,Amir,Roger,1.02
5272,Julia,Arnaud,8.83
5273,Mohamed,Arnaud,7.21
5274,Aaron,Lemoine,12.74
5275,Léa,Bertrand,13.4
5276,Marius,Rey,14.54
5277,Raphaël,Roger,0.25
5278,Rose,Petit,19.06
5279,Inaya,Dubois,16.69
5280,Juliette,Pierre,14.72
5281,Sofia,Morel,9.35
5282,Jade,Aubert,13.4
5283,Léon,Riviere,2.5
5284,Alba,Garnier,0.04
5285,Charlotte,Duval,3.27
5286,Juliette,Denis,8.56
5287,Alba,Lambert,6.93
5288,Alba,Rolland,4.09
5289,Iris,Masson,15.29
5290,Lyam,Lemoine,1.54
5291,Maël,Roger,10.93
5292,Imran,Pierre,0.51
5293,Léo,Roger,10.83
5294,Enzo,Mercier,14.55
5295,Emy,Mathieu,16.04
5296,Inaya,Fontaine,5.74
5297,Raphaël,Meunier,2.04
5298,Alba,Leroy,10.75
5299,Adèle,Arnaud,7.28
5300,Maël,Bertrand,8.16
5301,Eliott,Renard,4.99
5302,Amir,Girard,17.46
5303,Jules,Bonnet,0.07
5304,Chloé,Moreau,13.83
5305,Léon,Robert,4.34
5306,Nour,Gautier,4.32
5307,Hugo,Masson,8.87
5308,Nour,Henry,17.7
5309,Agathe,Clement,9.67
5310,Ethan,Lambert,19.38
5311,Liam,Joly,13.78
5312,Raphaël,Rey,17.27
5313,Ibrahim,Roy,5.23
5314,Gabin,Payet,6.88
5315,Mya,Meyer,2.32
5316,Amir,Renard,0.35
5317,Alice,Chevalier,17.2
5318,Léa,Leroux,8.06
5319,Emy,Gauthier,0.57
5320,Juliette,Garcia,18.23
5321,Tom,Bernard,8.36
5322,Léon,Lefebvre,19.74
5323,Léna,Dufour,1.99
5324,Rayan,Dubois,19.6
5325,Louis,Noel,11.97
5326,Mya,Gaillard,15.9
5327,Mila,Legrand,4.26
5328,Valentin,Michel,9.74
5329,Romane,Gauthier,13.08
5330,Alice,Lefevre,19.46
5331,Agathe,Roussel,17.04
5332,Mohamed,Mercier,10.8
5333,Ibrahim,Olivier,8.39
5334,Imran,Bernard,0.78
5335,Lyana,Brun,14.24
5336,Sacha,Schmitt,0.22
5337,Timéo,Lemaire,8.48
5338,Lola,Meyer,5.23
5339,Luna,Dumas,6.02
5340,Eliott,Schmitt,4.75
5341,Tiago,Renard,17.85
5342,Maël,Thomas,14.89
5343,Adam,Blanc,16.7
5344,Malo,Boyer,15.48
5345,Mila,Gauthier,5.38
5346,Margaux,Brunet,3.55
5347,Mila,Brun,10.46
5348,Milo,Chevalier,19.18
5349,Louise,Fabre,8.72
5350,Olivia,Bonnet,13.99
5351,Adèle,Thomas,1.22
5352,Mohamed,Mercier,10.25
5353,Sacha,Morel,9.98
5354,Eden,Richard,4.25
5355,Liam,Morel,1.86
5356,Louis,Perrin,10.47
5357,Inaya,Fournier,7.62
5358,Timéo,Lefevre,2.75
5359,Tiago,Giraud,14.93
5360,Léo,Schmitt,13.26
5361,Nina,Clement,5.53
5362,Robin,Joly,10.28
5363,Amir,Blanc,18.69
5364,Enzo,Andre,6.83
5365,Maël,Garnier,11.42
5366,Lou,Martin,3.06
5367,Alba,Mercier,2.44
5368,Lola,Barbier,15.59
5369,Maël,Payet,14.19
5370,Chloé,Dumont,11.49
5371,Léon,Noel,16.22
5372,Jade,Lefebvre,14.05
5373,Isaac,Boyer,9.25
5374,Mohamed,Roy,7.71
5375,Léo,Lambert,15.4
5376,Léonie,Arnaud,1.33
5377,Amir,Bonnet,4.48
5378,Tiago,Lemoine,14.74
5379,Nour,Aubert,10.44
5380,Axel,Caron,15.54
5381,Martin,Brunet,19.11
5382,Robin,Robert,17.25
5383,Lya,Colin,5.22
5384,Nino,Fabre,5.68
5385,Ambre,Leclerc,2.18
5386,Jules,Garcia,19.61
5387,Marius,Michel,4.83
5388,Liam,Vidal,17.84
5389,Paul,Lefevre,3.21
5390,Martin,Girard,13.73
5391,Nina,Joly,17.47
5392,Julia,Rey,11.85
5393,Romy,Meyer,18.57
5394,Isaac,Picard,8.48
5395,Milo,Robin,18.52
5396,Adam,Vincent,1.53
5397,Noah,Fournier,6.36
5398,Léna,Renard,12.12
5399,Lou,Joly,15.21
5400,Zoé,Lecomte,7.39
5401,Adam,Vincent,12.48
5402,Ava,Caron,19.5
5403,Enzo,Gerard,2.46
5404,Tiago,Clement,5.52
5405,Chloé,Bernard,2.09
5406,Giulia,Mercier,17.14
5407,Naël,Roche,5.54
5408,Charlie,Roche,7.35
5409,Imran,Colin,16.72
5410,Luna,Riviere,1.47
5411,Louise,Garcia,5.04
5412,Maël,Garcia,19.15
5413,Sofia,Leroux,3.34
5414,Hugo,Caron,8.48
5415,Sofia,Muller,2.17
5416,Lyam,Payet,15.87
5417,Marceau,Payet,6.34
5418,Charlotte,Picard,17.64
5419,Tiago,Noel,1.79
5420,Lou,Legrand,19.23
5421,Gabriel,Laurent,6.73
5422,Marius,Renaud,11.67
5423,Nino,Roger,11.81
5424,Victoria,Chevalier,10.35
5425,Jeanne,Gautier,3.36
5426,Mila,Robin,9.35
5427,Gaspard,David,8.1
5428,Rayan,Robert,8.78
5429,Axel,Clement,3.61
5430,Tom,Renaud,3.53
5431,Mohamed,Morel,10.31
5432,Léo,Fabre,11.94
5433,Maël,Leroy,7.16
5434,Ambre,Riviere,5.7
5435,Louis,Richard,13.47
5436,Lyana,Brunet,10.73
5437,Victor,Martin,16.45
5438,Charlotte,Thomas,9.9
5439,Julia,Roux,16.16
5440,Lucie,Francois,2.94
5441,Nathan,Dubois,15.88
5442,Lyam,Arnaud,9.78
5443,Zoé,Robert,14.79
5444,Jade,Martinez,15.15
5445,Romane,Benoit,9.69
5446,Noé,Joly,8.0
5447,Eliott,Caron,12.49
5448,Lola,Blanc,19.95
5449,Elio,Nicolas,13.26
5450,Juliette,Arnaud,12.94
5451,Sacha,Lemaire,15.76
5452,Enzo,Brunet,4.17
5453,Alma,Gautier,3.74
5454,Amir,Riviere,10.94
5455,Hugo,Masson,7.77
5456,Gabriel,Brunet,14.13
5457,Isaac,Lacroix,5.04
5458,Marceau,Mercier,18.59
5459,Ayden,Perrin,13.69
5460,Margaux,Leclerc,3.05
5461,Léo,Dubois,6.58
5462,Charlotte,Leroy,16.33
5463,Amir,Colin,11.04
5464,Léonie,Roy,8.06
5465,Luna,Dubois,4.17
5466,Nina,Roussel,0.88
5467,Jules,Martinez,9.91
5468,Gabriel,Martin,10.34
5469,Malo,Arnaud,16.2
5470,Martin,Gauthier,3.92
5471,Olivia,Roy,8.14
5472,Victor,Joly,13.72
5473,Malo,Laurent,2.72
5474,Théo,Rolland,7.53
5475,Léa,Denis,3.45
5476,Maël,Francois,4.46
5477,Imran,Leclercq,18.32
5478,Eliott,Fontaine,5.91
5479,Charlotte,Pierre,16.98
5480,Eliott,Lefevre,2.04
5481,Raphaël,Boyer,2.8
5482,Charlie,Lacroix,12.28
5483,Augustin,Picard,3.39
5484,Isaac,Guerin,12.39
5485,Marceau,Dumas,0.63
5486,Mohamed,Fabre,12.28
5487,Romane,Petit,12.36
5488,Olivia,Roger,6.83
5489,Alba,Bertrand,0.27
5490,Louis,Boyer,2.61
5491,Noé,Gautier,14.99
5492,Elio,Leclercq,6.02
5493,Eliott,David,4.38
5494,Léa,Benoit,13.3
5495,Enzo,Simon,4.83
5496,Mila,David,13.36
5497,Amir,Bertrand,9.83
5498,Alma,Laurent,16.74
5499,Charlie,Denis,8.5
5500,Elio,Rey,10.21
5501,Valentin,Lecomte,12.51
5502,Ethan,Martinez,10.75
5503,Louise,Boyer,6.85
5504,Léon,Durand,5.62
5505,Liam,Mathieu,5.3
5506,Jade,Philippe,13.09
5507,Mya,David,17.75
5508,Théo,Durand,8.07
5509,Eva,Colin,6.97
5510,Imran,Roussel,1.56
5511,Rayan,Lambert,12.71
5512,Eden,Blanchard,15.4
5513,Iris,Noel,12.98
5514,Nour,Brunet,11.4
5515,Lucas,Andre,10.78
5516,Ambre,Barbier,7.42
5517,Hugo,Barbier,18.8
5518,Alix,Dubois,15.22
5519,Gabriel,Guillaume,19.48
5520,Ava,Dupont,17.7
5521,Elena,Dumont,9.95
5522,Maël,Arnaud,11.52
5523,Mya,Durand,1.4
5524,Romy,Garcia,18.41
5525,Enzo,Garnier,13.94
5526,Liam,Marchand,4.34
5527,Lucas,Vincent,11.6
5528,Timéo,Dufour,6.12
5529,Rose,Joly,5.01
5530,Alix,Picard,6.55
5531,Eva,Muller,17.85
5532,Margaux,Chevalier,13.64
5533,Isaac,Vidal,16.22
5534,Enzo,Renard,6.2
5535,Victor,Payet,5.33
5536,Adèle,Blanchard,16.52
5537,Louise,Nicolas,10.9
5538,Jules,Rolland,4.38
5539,Lou,Barbier,9.63
5540,Ayden,Dumont,4.02
5541,Louis,Roux,7.27
5542,Mohamed,Blanchard,14.51
5543,Sofia,Clement,13.02
5544,Alba,Leroy,7.6
5545,Charlotte,Payet,14.32
5546,Inès,Aubert,9.13
5547,Juliette,Lucas,6.93
5548,Iris,Masson,8.27
5549,Agathe,Fontaine,18.04
5550,Timéo,Dufour,9.32
5551,Eliott,Lacroix,2.6
5552,Léon,Guillaume,9.22
5553,Liam,Dufour,10.21
5554,Marius,Fabre,13.79
5555,Naël,Durand,12.58
5556,Gabriel,Morel,14.3
5557,Elio,Brunet,13.71
5558,Iris,Moreau,0.56
5559,Victoria,Guerin,3.94
5560,Malo,Payet,18.26
5561,Léonie,Brunet,6.79
5562,Paul,Martinez,16.48
5563,Louise,Andre,5.25
5564,Ava,Gautier,8.11
5565,Rayan,Denis,11.18
5566,Ethan,Benoit,9.82
5567,Margaux,Legrand,16.0
5568,Tom,Blanc,9.63
5569,Paul,Roux,1.62
5570,Mohamed,Garcia,11.83
5571,Mya,Simon,16.83
5572,Charlie,Robin,19.09
5573,Lucas,Aubert,5.0
5574,Augustin,Mercier,6.56
5575,Ayden,Chevalier,19.18
5576,Marius,Dumont,8.69
5577,Agathe,Morel,17.54
5578,Alice,Michel,1.04
5579,Zoé,Bonnet,15.85
5580,Jade,Bertrand,1.52
5581,Zoé,Henry,14.04
5582,Elena,David,0.84
5583,Louise,Leroux,18.42
5584,Jade,Vidal,3.16
5585,Iris,Barbier,8.15
5586,Nathan,Chevalier,5.14
5587,Victor,Marie,17.48
5588,Mya,Pierre,15.08
5589,Tiago,Robin,13.26
5590,Marceau,Gaillard,15.99
5591,Naël,Richard,4.67
5592,Adèle,Guillaume,9.53
5593,Lyam,Benoit,18.21
5594,Marceau,Pierre,19.75
5595,Mathis,Mercier,13.62
5596,Giulia,Leroy,19.86
5597,Augustin,Moreau,15.38
5598,Gaspard,Dufour,1.88
5599,Léonie,Colin,0.83
5600,Tiago,Mathieu,11.78
5601,Martin,Andre,6.08
5602,Mila,Lemaire,14.47
5603,Iris,Guerin,5.91
5604,Tom,Vidal,9.52
5605,Mia,Dufour,18.43
5606,Margaux,Garnier,16.25
5607,Louna,Leroy,5.74
5608,Arthur,Henry,4.25
5609,Nour,Lecomte,7.2
5610,Ayden,Fournier,6.01
5611,Mia,Vincent,1.0
5612,Théo,Perrin,1.79
5613,Agathe,Durand,13.73
5614,Noah,Fabre,3.46
5615,Eliott,Richard,3.94
5616,Olivia,Schmitt,0.99
5617,Ambre,Brun,11.17
5618,Gabriel,Legrand,8.06
5619,Ayden,Lemaire,15.25
5620,Mya,Leclerc,19.51
5621,Elena,Lucas,6.81
5622,Tiago,Schmitt,7.91
5623,Tom,Gerard,19.74
5624,Elena,Lucas,18.73
5625,Emy,Nicolas,12.72
5626,Marceau,Vincent,19.27
5627,Lina,Guillaume,12.65
5628,Arthur,Gaillard,5.9
5629,Ambre,Lecomte,13.48
5630,Anna,Girard,17.8
5631,Imran,Leroux,2.29
5632,Noé,Muller,4.67
5633,Romy,Benoit,8.26
5634,Zoé,Lucas,9.54
5635,Gabin,David,12.31
5636,Théo,Marchand,7.79
5637,Théo,Lecomte,4.69
5638,Mila,Dumont,15.09
5639,Léonie,Girard,18.35
5640,Mya,Roger,10.06
5641,Noah,Martinez,1.98
5642,Martin,Legrand,7.91
5643,Isaac,Thomas,2.41
5644,Adam,Garnier,17.83
5645,Liam,Gautier,4.01
5646,Nour,Rolland,11.69
5647,Léa,Henry,10.32
5648,Lola,David,15.37
5649,Liam,Marie,2.71
5650,Léa,Durand,15.48
5651,Emy,Robert,3.27
5652,Imran,Lemoine,18.41
5653,Chloé,Legrand,10.94
5654,Giulia,Mercier,12.4
5655,Alix,Roy,19.46
5656,Ambre,Mercier,18.0
5657,Mathis,Francois,5.7
5658,Marceau,Richard,7.46
5659,Alice,Moreau,15.07
5660,Lucas,Barbier,15.46
5661,Romy,Leclerc,13.33
5662,Sacha,Rousseau,13.47
5663,Charlotte,Laurent,0.31
5664,Léa,Bertrand,4.74
5665,Sacha,Robin,8.83
5666,Martin,Garcia,0.5
5667,Milo,Lemoine,17.02
5668,Marius,Roger,19.41
5669,Lyana,Renaud,2.96
5670,Théo,Laurent,13.22
5671,Malo,Garnier,8.36
5672,Robin,Vincent,18.2
5673,Ambre,Morel,8.32
5674,Sacha,Guerin,17.65
5675,Maël,Blanc,1.55
5676,Valentin,Lefevre,13.5
5677,Eden,Meyer,16.89
5678,Imran,Martinez,17.08
5679,Hugo,Schmitt,9.88
5680,Isaac,Arnaud,0.46
5681,Lucas,Payet,15.75
5682,Gabriel,Roche,3.22
5683,Zoé,Olivier,0.26
5684,Adam,Leclercq,12.84
5685,Eden,Philippe,16.8
5686,Tiago,Marchand,3.8
5687,Anna,Picard,12.69
5688,Iris,Guillaume,11.7
5689,Louis,Lucas,16.97
5690,Léon,Lambert,18.21
5691,Ayden,Boyer,2.02
5692,Tom,Leclercq,13.81
5693,Iris,Durand,7.54
5694,Imran,Laurent,19.46
5695,Martin,Bonnet,3.84
5696,Luna,Dufour,1.94
5697,Raphaël,Roy,1.14
5698,Nathan,Meunier,13.64
5699,Mohamed,Picard,1.99
5700,Hugo,Rey,6.73
5701,Jade,Bourgeois,6.62
5702,Lyana,Schmitt,5.87
5703,Adèle,Philippe,12.77
5704,Mohamed,Perrin,17.75
5705,Liam,Brun,10.94
5706,Lya,Muller,11.25
5707,Milo,Mercier,11.75
5708,Mathis,Blanc,5.28
5709,Martin,Noel,18.5
5710,Isaac,Payet,16.89
5711,Rose,Leroux,10.93
5712,Lyam,Pierre,10.02
5713,Noé,Morin,16.81
5714,Zoé,Lemaire,4.11
5715,Victor,Roche,0.88
5716,Rayan,Simon,14.98
5717,Margaux,Rey,17.97
5718,Mohamed,Brunet,1.04
5719,Sacha,Fournier,15.29
5720,Mya,Fabre,1.0
5721,Victoire,Schmitt,5.45
5722,Nathan,Gauthier,19.98
5723,Eva,Muller,3.64
5724,Noé,Michel,4.54
5725,Amir,Benoit,7.85
5726,Louis,Bernard,15.74
5727,Chloé,Bernard,17.23
5728,Léna,Dumas,6.28
5729,Romy,Thomas,3.14
5730,Ambre,Bernard,17.69
5731,Inaya,Vidal,13.12
5732,Mila,Roger,9.53
5733,Mohamed,Robert,17.89
5734,Emma,Gerard,9.91
5735,Margaux,Schmitt,17.19
5736,Rose,Bourgeois,6.06
5737,Lyana,Meyer,13.44
5738,Victoire,Lecomte,10.92
5739,Lina,Renard,12.06
5740,Rayan,Duval,3.55
5741,Amir,Petit,17.19
5742,Adèle,Henry,5.25
5743,Romy,Fournier,19.74
5744,Nathan,Perrin,17.85
5745,Gabin,Picard,14.88
5746,Alma,Picard,0.9
5747,Elio,Leroy,19.36
5748,Malo,Vidal,19.2
5749,Agathe,Faure,11.08
5750,Imran,Boyer,0.51
5751,Romane,Richard,11.04
5752,Emma,Masson,2.29
5753,Alice,Roy,4.93
5754,Alix,Nicolas,7.78
5755,Eliott,Perrin,19.18
5756,Rayan,Bourgeois,6.25
5757,Victoria,Caron,17.19
5758,Elio,Pierre,16.56
5759,Liam,Caron,3.81
5760,Iris,Renaud,9.62
5761,Alba,Thomas,15.03
5762,Tom,Andre,11.69
5763,Eva,Dupont,0.8
5764,Hugo,Vincent,7.33
5765,Ethan,Andre,14.88
5766,Aaron,Roussel,14.7
5767,Lucie,Brun,8.03
5768,Léo,Marchand,8.4
5769,Inaya,Muller,17.28
5770,Zoé,David,3.67
5771,Mia,Dubois,17.76
5772,Mohamed,Dufour,18.12
5773,Augustin,Roche,10.93
5774,Jules,Fabre,19.9
5775,Eden,Payet,0.02
5776,Victor,Nicolas,9.06
5777,Emy,Fabre,12.23
5778,Ambre,Lacroix,3.52
5779,Noé,Mathieu,13.07
5780,Arthur,Muller,17.75
5781,Hugo,Henry,17.81
5782,Elio,Garcia,8.4
5783,Axel,Chevalier,14.8
5784,Ava,Duval,14.76
5785,Victoria,Meunier,18.64
5786,Timéo,Dubois,15.48
5787,Léonie,Boyer,11.79
5788,Nino,Giraud,16.33
5789,Martin,Thomas,14.35
5790,Agathe,Garcia,15.34
